,director,director_gender,actor1,actor1_gender,actor2,actor2_gender,actor3,actor3_gender
862,Woody Allen,2.0,Mia Farrow,0.0,Jeff Daniels,2.0,Danny Aiello,2.0
863,David Lean,2.0,Omar Sharif,0.0,Julie Christie,1.0,Geraldine Chaplin,1.0
864,Peter Masterson,2.0,Geraldine Page,1.0,John Heard,2.0,Carlin Glynn,0.0
865,Joe Dante,2.0,Tom Hanks,2.0,Bruce Dern,1.0,Carrie Fisher,1.0
866,David Lynch,2.0,Isabella Rossellini,1.0,Kyle MacLachlan,2.0,Dennis Hopper,2.0
867,Jeremy Kagan,2.0,Meredith Salenger,1.0,John Cusack,2.0,Ray Wise,2.0
868,Hamilton Luske,2.0,Peggy Lee,1.0,Barbara Luddy,1.0,Larry Roberts,2.0
869,Ron Clements,2.0,Jodi Benson,1.0,Christopher Daniel Barnes,2.0,Jason Marin,2.0
870,Stephen Herek,2.0,Emilio Estevez,2.0,Joss Ackland,2.0,Lane Smith,2.0
871,Brian Henson,2.0,Michael Caine,2.0,Don Austen,0.0,Meredith Braun,0.0
872,Hamilton Luske,2.0,Rod Taylor,2.0,J. Pat O'Malley,2.0,Betty Lou Gerson,1.0
873,Clyde Geronimi,2.0,Bobby Driscoll,2.0,Kathryn Beaumont,1.0,Hans Conried,2.0
874,Hendel Butoy,0.0,Bob Newhart,2.0,Eva Gabor,1.0,John Candy,2.0
875,John Lounsbery,2.0,Bob Newhart,2.0,Eva Gabor,1.0,Geraldine Page,1.0
876,John Hough,2.0,Bette Davis,1.0,Christopher Lee,2.0,Kim Richards,1.0
877,Walter Murch,2.0,Fairuza Balk,1.0,Nicol Williamson,2.0,Jean Marsh,1.0
878,Joe Johnston,2.0,Billy Campbell,2.0,Jennifer Connelly,1.0,Alan Arkin,2.0
879,Clyde Geronimi,2.0,Mary Costa,1.0,Bill Shirley,2.0,Eleanor Audley,1.0
880,Jack Clayton,2.0,Jason Robards,2.0,Jonathan Pryce,2.0,Diane Ladd,1.0
881,Ron Howard,2.0,Tom Hanks,2.0,Daryl Hannah,1.0,Eugene Levy,2.0
882,Xavier Koller,2.0,Adam Beach,2.0,Sheldon Peters Wolfchild,0.0,Irene Bedard,1.0
883,Steven Lisberger,2.0,Jeff Bridges,2.0,Bruce Boxleitner,2.0,David Warner,2.0
884,Thomas Carter,2.0,Robert Sean Leonard,2.0,Christian Bale,2.0,Frank Whaley,2.0
885,Steve Miner,2.0,Jamie Lee Curtis,1.0,Josh Hartnett,2.0,Adam Arkin,2.0
886,Carl Reiner,2.0,Steve Martin,2.0,Bernadette Peters,1.0,Catlin Adams,0.0
887,Carl Reiner,2.0,Steve Martin,2.0,Rachel Ward,1.0,Alan Ladd,2.0
888,Ralph S. Singleton,2.0,David Andrews,2.0,Kelly Wolf,1.0,Stephen Macht,2.0
889,Francis Ford Coppola,2.0,Matt Dillon,2.0,Ralph Macchio,2.0,C. Thomas Howell,2.0
890,Steven Spielberg,2.0,Harrison Ford,2.0,Kate Capshaw,1.0,Jonathan Ke Quan,0.0
891,Ralph Bakshi,2.0,Christopher Guard,2.0,William Squire,2.0,Michael Scholes,0.0
892,David Cronenberg,2.0,Christopher Walken,2.0,Brooke Adams,1.0,Tom Skerritt,2.0
893,Stephen King,2.0,Emilio Estevez,2.0,Pat Hingle,2.0,Laura Harrington,1.0
894,Lewis Teague,2.0,Dee Wallace,1.0,Danny Pintauro,2.0,Daniel Hugh Kelly,2.0
895,Fritz Kiersch,2.0,Peter Horton,2.0,Linda Hamilton,1.0,R. G. Armstrong,2.0
896,Gary Goldman,2.0,Burt Reynolds,2.0,Dom DeLuise,2.0,Judith Barsi,1.0
897,Barry Sonnenfeld,2.0,Raúl Juliá,2.0,Anjelica Huston,1.0,Christopher Lloyd,2.0
898,Andy Tennant,2.0,Drew Barrymore,1.0,Dougray Scott,2.0,Anjelica Huston,1.0
899,Brian De Palma,2.0,Nicolas Cage,2.0,Gary Sinise,2.0,John Heard,2.0
900,Louis Malle,2.0,Burt Lancaster,2.0,Susan Sarandon,1.0,Kate Reid,1.0
901,Mike Nichols,2.0,Elizabeth Taylor,1.0,Richard Burton,2.0,George Segal,2.0
902,Chris Columbus,2.0,Elisabeth Shue,1.0,Maia Brewton,0.0,Keith Coogan,2.0
903,John Hughes,2.0,Anthony Michael Hall,2.0,Kelly LeBrock,1.0,Ilan Mitchell-Smith,2.0
904,Martin Rosen,2.0,John Hurt,2.0,Richard Briers,2.0,Michael Graham Cox,2.0
905,Don Bluth,2.0,Derek Jacobi,2.0,Elizabeth Hartman,1.0,Arthur Malet,2.0
906,Jim Henson,2.0,Jim Henson,2.0,Kathryn Mullen,1.0,Frank Oz,2.0
907,Don Bluth,2.0,Phillip Glasser,2.0,Dom DeLuise,2.0,Nehemiah Persoff,2.0
908,Phil Nibbelink,2.0,Phillip Glasser,2.0,James Stewart,2.0,Erica Yohn,1.0
909,Ridley Scott,2.0,Tom Cruise,2.0,Mia Sara,1.0,Tim Curry,2.0
910,John Hughes,2.0,Molly Ringwald,0.0,Justin Henry,2.0,Michael Schoeffling,2.0
911,Howard Deutch,2.0,Molly Ringwald,0.0,Jon Cryer,2.0,Andrew McCarthy,2.0
912,Joel Schumacher,2.0,Emilio Estevez,2.0,Rob Lowe,2.0,Andrew McCarthy,2.0
913,Ethan Wiley,2.0,Arye Gross,2.0,Jonathan Stark,2.0,Royal Dano,2.0
914,Jamie Uys,2.0,N!xau,0.0,Michael Thys,0.0,Marius Weyers,2.0
915,Richard Martin,2.0,Kevin Zegers,2.0,Tim Conway,2.0,Dick Martin,2.0
916,Jeremiah S. Chechik,2.0,Ralph Fiennes,2.0,Uma Thurman,1.0,Sean Connery,2.0
917,Kevin Rodney Sullivan,2.0,Angela Bassett,1.0,Taye Diggs,2.0,Whoopi Goldberg,1.0
918,Roman Polanski,2.0,Mia Farrow,0.0,John Cassavetes,2.0,Ruth Gordon,1.0
919,Wolfgang Petersen,2.0,Barret Oliver,2.0,Gerald McRaney,2.0,Noah Hathaway,2.0
920,George T. Miller,0.0,Jonathan Brandis,2.0,Kenny Morrison,2.0,Clarissa Burt,0.0
921,Neil LaBute,2.0,Amy Brenneman,1.0,Aaron Eckhart,2.0,Ben Stiller,2.0
922,Stephen Norrington,2.0,Wesley Snipes,2.0,Stephen Dorff,2.0,Kris Kristofferson,2.0
923,Tim Burton,2.0,Geena Davis,1.0,Alec Baldwin,2.0,Winona Ryder,1.0
924,Alfred Hitchcock,2.0,James Stewart,2.0,John Dall,2.0,Farley Granger,2.0
925,Alfred Hitchcock,2.0,Barbara Harris,1.0,Bruce Dern,1.0,Karen Black,1.0
926,Alfred Hitchcock,2.0,Jon Finch,2.0,Alec McCowen,2.0,Barry Foster,2.0
927,Alfred Hitchcock,2.0,Frederick Stafford,2.0,Dany Robin,1.0,Claude Jade,1.0
928,Alfred Hitchcock,2.0,Paul Newman,2.0,Julie Andrews,1.0,Lila Kedrova,1.0
929,Alfred Hitchcock,2.0,Tippi Hedren,1.0,Sean Connery,2.0,Diane Baker,0.0
930,Alfred Hitchcock,2.0,Henry Fonda,2.0,Vera Miles,1.0,Anthony Quayle,2.0
931,Alfred Hitchcock,2.0,James Stewart,2.0,Doris Day,1.0,Brenda De Banzie,1.0
932,Alfred Hitchcock,2.0,Edmund Gwenn,2.0,John Forsythe,2.0,Shirley MacLaine,1.0
933,Alfred Hitchcock,2.0,Farley Granger,2.0,Robert Walker,2.0,Ruth Roman,1.0
934,Mark Christopher,2.0,Ryan Phillippe,2.0,Salma Hayek,1.0,Breckin Meyer,2.0
935,Gregory Nava,2.0,Vivica A. Fox,1.0,Lela Rochon,1.0,Halle Berry,1.0
936,Ron Howard,2.0,Warwick Davis,2.0,Val Kilmer,2.0,Joanne Whalley,1.0
937,Brian De Palma,2.0,Kevin Costner,2.0,Sean Connery,2.0,Charles Martin Smith,2.0
938,Alfred Hitchcock,2.0,Cary Grant,2.0,Joan Fontaine,1.0,Cedric Hardwicke,2.0
939,John Dahl,2.0,Matt Damon,2.0,John Turturro,2.0,Gretchen Mol,0.0
940,Vincenzo Natali,2.0,Nicole de Boer,1.0,Nicky Guadagni,1.0,David Hewlett,2.0
941,Mark Steven Johnson,2.0,Ashley Judd,1.0,Ian Michael Smith,2.0,Joseph Mazzello,2.0
942,Robert Towne,2.0,Billy Crudup,2.0,Donald Sutherland,2.0,Monica Potter,1.0
943,Tony Bill,2.0,Chris Makepeace,2.0,Adam Baldwin,2.0,Matt Dillon,2.0
944,James L. Brooks,2.0,William Hurt,2.0,Albert Brooks,2.0,Holly Hunter,1.0
945,Mike Nichols,2.0,Harrison Ford,2.0,Melanie Griffith,1.0,Sigourney Weaver,1.0
946,Jonathan Demme,2.0,Michelle Pfeiffer,1.0,Matthew Modine,2.0,Oliver Platt,2.0
947,Cameron Crowe,2.0,John Cusack,2.0,Ione Skye,1.0,John Mahoney,2.0
948,Barry Levinson,2.0,Robin Williams,2.0,Michael Gambon,2.0,Joan Cusack,1.0
949,Garry Marshall,2.0,Michael McKean,2.0,Sean Young,1.0,Héctor Elizondo,2.0
950,Charles Band,2.0,Robert Glaudini,0.0,Demi Moore,1.0,Luca Bercovici,2.0
951,Stanley Donen,2.0,Michael Caine,2.0,Michelle Johnson,1.0,Joseph Bologna,2.0
952,Edward Zwick,2.0,Demi Moore,1.0,Rob Lowe,2.0,Jim Belushi,2.0
953,Carl Schultz,2.0,Demi Moore,1.0,Michael Biehn,2.0,Jürgen Prochnow,2.0
954,Dan Aykroyd,2.0,Chevy Chase,2.0,Dan Aykroyd,2.0,John Candy,2.0
955,Rob Reiner,2.0,Tom Cruise,2.0,Jack Nicholson,2.0,Demi Moore,1.0
956,Adrian Lyne,2.0,Robert Redford,2.0,Demi Moore,1.0,Woody Harrelson,2.0
957,Brett Ratner,2.0,Jackie Chan,2.0,Chris Tucker,2.0,Ken Leung,2.0
958,Lance Mungia,0.0,Jeffrey Falcon,0.0,Justin McGuire,0.0,Kim De Angelo,0.0
959,John Frankenheimer,2.0,Robert De Niro,2.0,Jean Reno,2.0,Natascha McElhone,1.0
960,Jamie Blanks,2.0,Alicia Witt,1.0,Jared Leto,2.0,Rebecca Gayheart,1.0
961,Bernardo Bertolucci,2.0,Debra Winger,1.0,John Malkovich,2.0,Campbell Scott,2.0
962,Lindsay Anderson,2.0,Malcolm McDowell,2.0,Richard Warwick,2.0,David Wood,0.0
963,John Carpenter,2.0,Kurt Russell,2.0,Keith David,2.0,Wilford Brimley,2.0
964,Robert Altman,2.0,Tim Robbins,2.0,Greta Scacchi,1.0,Fred Ward,2.0
965,Woody Allen,2.0,Woody Allen,2.0,Charlotte Rampling,1.0,Jessica Harper,1.0
966,Tim Burton,2.0,Johnny Depp,2.0,Winona Ryder,1.0,Dianne Wiest,1.0
967,Eric Darnell,2.0,Woody Allen,2.0,Dan Aykroyd,2.0,Anne Bancroft,1.0
968,Stanley Tucci,2.0,Oliver Platt,2.0,Stanley Tucci,2.0,Tony Shalhoub,2.0
969,John Fortenberry,2.0,Will Ferrell,2.0,Chris Kattan,2.0,Jennifer Coolidge,1.0
970,Vincent Ward,0.0,Robin Williams,2.0,Cuba Gooding Jr.,2.0,Annabella Sciorra,1.0
971,John Pieplow,2.0,Kevin Gage,2.0,Elizabeth Peña,1.0,Brett Harrelson,2.0
972,Mel Brooks,2.0,Mel Brooks,2.0,Dom DeLuise,2.0,Madeline Kahn,1.0
973,Jonathan Lynn,2.0,Joe Pesci,2.0,Ralph Macchio,2.0,Marisa Tomei,1.0
974,Peter Hyams,2.0,Roy Scheider,2.0,John Lithgow,2.0,Helen Mirren,1.0
975,Randa Haines,1.0,William Hurt,2.0,Marlee Matlin,1.0,Piper Laurie,1.0
976,David Lynch,2.0,Anthony Hopkins,2.0,John Hurt,2.0,Anne Bancroft,1.0
977,Ronny Yu,0.0,Ed Gale,2.0,Jennifer Tilly,1.0,Brad Dourif,2.0
978,Griffin Dunne,0.0,Sandra Bullock,1.0,Nicole Kidman,1.0,Evan Rachel Wood,1.0
979,Todd Solondz,2.0,Jane Adams,1.0,Jon Lovitz,2.0,Philip Seymour Hoffman,2.0
980,Paul W.S. Anderson,2.0,Kurt Russell,2.0,Jason Scott Lee,2.0,Jason Isaacs,2.0
981,John Harrison,2.0,Deborah Harry,1.0,Matthew Lawrence,2.0,Christian Slater,2.0
982,Tony Kaye,2.0,Edward Norton,2.0,Edward Furlong,2.0,Beverly D'Angelo,1.0
983,Richard LaGravenese,2.0,Holly Hunter,1.0,Danny DeVito,2.0,Queen Latifah,1.0
984,Bill Condon,2.0,Ian McKellen,2.0,Brendan Fraser,2.0,Lynn Redgrave,1.0
985,Edward Zwick,2.0,Denzel Washington,2.0,Annette Bening,1.0,Bruce Willis,2.0
986,Frank Coraci,2.0,Adam Sandler,2.0,Kathy Bates,1.0,Fairuza Balk,1.0
987,Shekhar Kapur,2.0,Cate Blanchett,1.0,Geoffrey Rush,2.0,Christopher Eccleston,2.0
988,Todd Haynes,2.0,Ewan McGregor,2.0,Christian Bale,2.0,Jonathan Rhys Meyers,2.0
989,Danny Cannon,2.0,Jennifer Love Hewitt,1.0,Freddie Prinze Jr.,2.0,Mekhi Phifer,2.0
990,Martin Brest,2.0,Brad Pitt,2.0,Anthony Hopkins,2.0,Claire Forlani,1.0
991,Andrei Konchalovsky,2.0,Jon Voight,2.0,Eric Roberts,2.0,Rebecca De Mornay,1.0
992,Alex Cox,0.0,Gary Oldman,2.0,Chloe Webb,1.0,David Hayman,2.0
993,Neil Jordan,0.0,Bob Hoskins,2.0,Cathy Tyson,1.0,Michael Caine,2.0
994,James D. Parriott,0.0,Bob Hoskins,2.0,Denzel Washington,2.0,Chloe Webb,1.0
995,Tony Scott,2.0,Will Smith,2.0,Gene Hackman,2.0,Jon Voight,2.0
996,Norton Virgien,2.0,Whoopi Goldberg,1.0,David Spade,2.0,E.G. Daily,1.0
997,John Lasseter,2.0,Kevin Spacey,2.0,Julia Louis-Dreyfus,1.0,Hayden Panettiere,1.0
998,John Waters,2.0,Divine,2.0,David Lochary,0.0,Mary Vivian Pearce,0.0
999,Merian C. Cooper,2.0,Robert Armstrong,2.0,Fay Wray,1.0,Bruce Cabot,2.0
1000,John Guillermin,2.0,Jeff Bridges,2.0,Linda Hamilton,1.0,Brian Kerwin,2.0
1001,Susan Seidelman,1.0,Madonna,1.0,Rosanna Arquette,1.0,Aidan Quinn,2.0
1002,John Boorman,2.0,Powers Boothe,2.0,Charley Boorman,2.0,Meg Foster,1.0
1003,Michael Ritchie,2.0,Chevy Chase,2.0,Joe Don Baker,2.0,Dana Wheeler-Nicholson,1.0
1004,Michael Ritchie,2.0,Chevy Chase,2.0,Hal Holbrook,2.0,Julianne Phillips,1.0
1005,Richard Fleischer,0.0,Arnold Schwarzenegger,2.0,Brigitte Nielsen,1.0,Sandahl Bergman,1.0
1006,Ron Howard,2.0,Michael Keaton,2.0,Gedde Watanabe,2.0,George Wendt,2.0
1007,Richard Benjamin,2.0,Tom Hanks,2.0,Shelley Long,1.0,Alexander Godunov,2.0
1008,John Glen,2.0,Roger Moore,2.0,Christopher Walken,2.0,Tanya Roberts,1.0
1009,Hugh Wilson,2.0,Steve Guttenberg,2.0,Kim Cattrall,1.0,G. W. Bailey,2.0
1010,Jerry Paris,2.0,Steve Guttenberg,2.0,Bubba Smith,2.0,David Graf,2.0
1011,Jerry Paris,2.0,Steve Guttenberg,2.0,Bubba Smith,2.0,David Graf,2.0
1012,Jim Drake,0.0,Steve Guttenberg,2.0,Bubba Smith,2.0,Michael Winslow,2.0
1013,Alan Myerson,2.0,Bubba Smith,2.0,David Graf,2.0,Michael Winslow,2.0
1014,Peter Bonerz,2.0,Bubba Smith,2.0,David Graf,2.0,Michael Winslow,2.0
1015,George Miller,2.0,James Cromwell,2.0,Mary Stein,1.0,Mickey Rooney,0.0
1016,Dean Parisot,2.0,Drew Barrymore,1.0,Catherine O'Hara,0.0,Luke Wilson,2.0
1017,Neil Abramson,2.0,Jerry Springer,0.0,Jaime Pressly,1.0,Molly Hagan,1.0
1018,Peter Berg,2.0,Jon Favreau,2.0,Leland Orser,2.0,Cameron Diaz,1.0
1019,Jonathan Frakes,2.0,Patrick Stewart,2.0,Jonathan Frakes,2.0,Brent Spiner,2.0
1020,Brenda Chapman,1.0,Val Kilmer,2.0,Ralph Fiennes,2.0,Patrick Stewart,2.0
1021,Wes Anderson,2.0,Jason Schwartzman,2.0,Olivia Williams,1.0,Bill Murray,2.0
1022,John Madden,0.0,Joseph Fiennes,2.0,Gwyneth Paltrow,1.0,Geoffrey Rush,2.0
1023,Jeannot Szwarc,2.0,Dudley Moore,2.0,John Lithgow,2.0,David Huddleston,2.0
1024,Clint Eastwood,2.0,Clint Eastwood,2.0,Michael Moriarty,2.0,Carrie Snodgress,1.0
1025,George P. Cosmatos,2.0,Sylvester Stallone,2.0,Richard Crenna,2.0,Charles Napier,2.0
1026,Ted Kotcheff,2.0,Sylvester Stallone,2.0,Richard Crenna,2.0,Brian Dennehy,2.0
1027,Peter MacDonald,2.0,Sylvester Stallone,2.0,Richard Crenna,2.0,Kurtwood Smith,2.0
1028,Lewis Teague,2.0,Michael Douglas,2.0,Kathleen Turner,1.0,Danny DeVito,2.0
1029,Robert Zemeckis,2.0,Michael Douglas,2.0,Kathleen Turner,1.0,Danny DeVito,2.0
1030,Ron Howard,2.0,Steve Guttenberg,2.0,Tahnee Welch,1.0,Brian Dennehy,2.0
1031,Daniel Petrie,2.0,Don Ameche,2.0,Wilford Brimley,2.0,Courteney Cox,1.0
1032,Sylvester Stallone,2.0,Sylvester Stallone,2.0,Talia Shire,1.0,Burt Young,2.0
1033,Sylvester Stallone,2.0,Sylvester Stallone,2.0,Talia Shire,1.0,Burt Young,2.0
1034,Sylvester Stallone,2.0,Sylvester Stallone,2.0,Talia Shire,1.0,Burt Young,2.0
1035,John G. Avildsen,2.0,Sylvester Stallone,2.0,Talia Shire,1.0,Burt Young,2.0
1036,Jonathan Lynn,2.0,Eileen Brennan,1.0,Tim Curry,2.0,Madeline Kahn,1.0
1037,Alan Metter,2.0,Rodney Dangerfield,2.0,Keith Gordon,0.0,William Zabka,2.0
1038,Robert M. Young,2.0,Farrah Fawcett,1.0,James Russo,2.0,Alfre Woodard,1.0
1039,John G. Avildsen,2.0,Ralph Macchio,2.0,Pat Morita,2.0,William Zabka,2.0
1040,John G. Avildsen,2.0,Ralph Macchio,2.0,Pat Morita,2.0,Martin Kove,2.0
1041,John G. Avildsen,2.0,Ralph Macchio,2.0,Pat Morita,2.0,Martin Kove,2.0
1042,Jeremiah S. Chechik,2.0,Chevy Chase,2.0,Beverly D'Angelo,1.0,Randy Quaid,2.0
1043,Nora Ephron,0.0,Tom Hanks,2.0,Meg Ryan,1.0,Katie Sagona,1.0
1044,John Boorman,2.0,Brendan Gleeson,2.0,Adrian Dunbar,2.0,Sean McGinley,2.0
1045,Terrence Malick,2.0,Sean Penn,2.0,Adrien Brody,2.0,Jim Caviezel,2.0
1046,Robert Rodriguez,2.0,Jordana Brewster,1.0,Elijah Wood,2.0,Clea DuVall,1.0
1047,Tom Shadyac,2.0,Robin Williams,2.0,Philip Seymour Hoffman,2.0,Bob Gunton,2.0
1048,Franco Zeffirelli,2.0,Cher,1.0,Judi Dench,1.0,Joan Plowright,1.0
1049,Paul Schrader,0.0,Nick Nolte,2.0,James Coburn,2.0,Sissy Spacek,1.0
1050,Willard Carroll,2.0,Gillian Anderson,1.0,Ellen Burstyn,1.0,Sean Connery,2.0
1051,John Bruno,2.0,Jamie Lee Curtis,1.0,William Baldwin,2.0,Donald Sutherland,2.0
1052,Willard Huyck,2.0,Lea Thompson,1.0,Jeffrey Jones,2.0,Tim Robbins,2.0
1053,Nick Castle,2.0,Jay Underwood,0.0,Fred Savage,2.0,Bonnie Bedelia,1.0
1054,Kurt Neumann,2.0,David Hedison,2.0,Patricia Owens,1.0,Vincent Price,2.0
1055,Chris Walas,2.0,Eric Stoltz,2.0,Daphne Zuniga,1.0,Lee Richardson,2.0
1056,Mark L. Lester,2.0,John Candy,2.0,Eugene Levy,2.0,Robert Loggia,2.0
1057,Tobe Hooper,2.0,Marilyn Burns,1.0,Allen Danziger,0.0,Paul A. Partain,2.0
1058,Tobe Hooper,2.0,Dennis Hopper,2.0,Caroline Williams,1.0,Jim Siedow,2.0
1059,Jeff Burr,2.0,Kate Hodge,1.0,Ken Foree,2.0,R.A. Mihailoff,0.0
1060,Kim Henkel,2.0,Renée Zellweger,1.0,Matthew McConaughey,2.0,Robert Jacks,2.0
1061,Jim Abrahams,2.0,Danny DeVito,2.0,Bette Midler,0.0,Judge Reinhold,2.0
1062,Charles Martin Smith,2.0,Marc Price,2.0,Tony Fields,2.0,Lisa Orgolini,1.0
1063,Wes Craven,2.0,Matthew Laborteaux,2.0,Kristy Swanson,1.0,Michael Sharrett,2.0
1064,Jean-Jacques Annaud,2.0,Sean Connery,2.0,Christian Slater,2.0,Helmut Qualtinger,2.0
1065,Francis Ford Coppola,2.0,Nicolas Cage,2.0,Jim Carrey,2.0,Kathleen Turner,1.0
1066,Peter Faiman,2.0,Paul Hogan,2.0,Linda Kozlowski,1.0,Mark Blum,2.0
1067,John Cornell,2.0,Paul Hogan,2.0,Linda Kozlowski,1.0,John Meillon,2.0
1068,Martin Scorsese,2.0,Paul Newman,2.0,Tom Cruise,2.0,Mary Elizabeth Mastrantonio,1.0
1069,John Frankenheimer,2.0,Roy Scheider,2.0,Ann-Margret,1.0,Vanity,1.0
1070,Clint Eastwood,2.0,Clint Eastwood,2.0,Marsha Mason,1.0,Everett McGill,2.0
1071,J. Lee Thompson,0.0,Chuck Norris,2.0,"Louis Gossett, Jr.",2.0,Melody Anderson,1.0
1072,Robert Iscove,2.0,Freddie Prinze Jr.,2.0,Rachael Leigh Cook,1.0,Matthew Lillard,2.0
1073,Brian Helgeland,2.0,Mel Gibson,2.0,Kris Kristofferson,2.0,Gregg Henry,2.0
1074,Mark Tarlov,2.0,Sarah Michelle Gellar,1.0,Sean Patrick Flanery,2.0,Dylan Baker,2.0
1075,Hugh Wilson,2.0,Brendan Fraser,2.0,Alicia Silverstone,0.0,Christopher Walken,2.0
1076,Luis Mandoki,0.0,Kevin Costner,2.0,Robin Wright,1.0,Paul Newman,2.0
1077,Donald Petrie,2.0,Jeff Daniels,2.0,Elizabeth Hurley,1.0,Daryl Hannah,1.0
1078,Darren Stein,2.0,Rose McGowan,1.0,Julie Benz,1.0,Rebecca Gayheart,1.0
1079,Mike Judge,2.0,Ron Livingston,2.0,Jennifer Aniston,1.0,David Herman,2.0
1080,Risa Bramon Garcia,1.0,Ben Affleck,2.0,Casey Affleck,2.0,Dave Chappelle,2.0
1081,Joel Schumacher,2.0,Nicolas Cage,2.0,Joaquin Phoenix,2.0,James Gandolfini,2.0
1082,Mary Lambert,1.0,Dale Midkiff,2.0,Fred Gwynne,2.0,Denise Crosby,1.0
1083,Mary Lambert,1.0,Edward Furlong,2.0,Anthony Edwards,2.0,Clancy Brown,2.0
1084,David Price,0.0,Terence Knox,2.0,Paul Scherrer,2.0,Ryan Bollman,2.0
1085,John Carpenter,2.0,Keith Gordon,0.0,John Stockwell,2.0,Alexandra Paul,1.0
1086,Ron Howard,2.0,Henry Winkler,2.0,Michael Keaton,2.0,Shelley Long,1.0
1087,George Seaton,2.0,Burt Lancaster,2.0,Dean Martin,2.0,Jean Seberg,1.0
1088,Jack Smight,2.0,Charlton Heston,2.0,Karen Black,1.0,Gloria Swanson,1.0
1089,Jerry Jameson,2.0,Jack Lemmon,2.0,Lee Grant,1.0,Brenda Vaccaro,1.0
1090,John Guillermin,2.0,Steve McQueen,2.0,Paul Newman,2.0,William Holden,2.0
1091,Michael Anderson,2.0,Michael York,2.0,Richard Jordan,2.0,Jenny Agutter,1.0
1092,Franklin J. Schaffner,2.0,Charlton Heston,2.0,Roddy McDowall,2.0,Kim Hunter,1.0
1093,Ted Post,2.0,James Franciscus,2.0,Kim Hunter,1.0,Maurice Evans,2.0
1094,J. Lee Thompson,0.0,Roddy McDowall,2.0,Natalie Trundy,1.0,Austin Stoker,2.0
1095,J. Lee Thompson,0.0,Roddy McDowall,2.0,Don Murray,2.0,Ricardo Montalban,2.0
1096,Don Taylor,2.0,Roddy McDowall,2.0,Kim Hunter,1.0,Bradford Dillman,2.0
1097,Mark Robson,2.0,Charlton Heston,2.0,Ava Gardner,1.0,George Kennedy,2.0
1098,David Lowell Rich,2.0,Alain Delon,2.0,Susan Blakely,1.0,Robert Wagner,2.0
1099,Harold Ramis,2.0,Robert De Niro,2.0,Billy Crystal,2.0,Lisa Kudrow,1.0
1100,James Foley,2.0,Mark Wahlberg,2.0,Chow Yun-fat,2.0,Byron Mann,2.0
1101,Roger Kumble,2.0,Sarah Michelle Gellar,1.0,Ryan Phillippe,2.0,Reese Witherspoon,1.0
1102,Guy Ritchie,2.0,Jason Flemyng,2.0,Dexter Fletcher,2.0,Nick Moran,2.0
1103,Ulu Grosbard,2.0,Michelle Pfeiffer,1.0,Treat Williams,2.0,Whoopi Goldberg,1.0
1104,Katt Shea,1.0,Emily Bergl,1.0,Jason London,2.0,Amy Irving,1.0
1105,David Cronenberg,2.0,Jeremy Irons,2.0,Geneviève Bujold,0.0,Heidi von Palleske,1.0
1106,Bob Balaban,2.0,Andrew Lowery,0.0,Traci Lind,1.0,Danny Zorn,2.0
1107,Bob Clark,2.0,Kathleen Turner,1.0,Christopher Lloyd,2.0,Kim Cattrall,1.0
1108,Bronwen Hughes,1.0,Sandra Bullock,1.0,Ben Affleck,2.0,Maura Tierney,1.0
1109,Richard Rich,2.0,Miranda Richardson,1.0,Martin Vidnovic,2.0,Ian Richardson,2.0
1110,Scott Silver,2.0,Claire Danes,1.0,Giovanni Ribisi,2.0,Omar Epps,2.0
1111,Lana Wachowski,1.0,Keanu Reeves,2.0,Laurence Fishburne,2.0,Carrie-Anne Moss,1.0
1112,Gil Junger,2.0,Heath Ledger,2.0,Julia Stiles,1.0,Joseph Gordon-Levitt,2.0
1113,Sam Weisman,2.0,Steve Martin,2.0,Goldie Hawn,1.0,John Cleese,0.0
1114,Doug Liman,2.0,Sarah Polley,1.0,Katie Holmes,1.0,Jay Mohr,2.0
1115,Raja Gosnell,2.0,Drew Barrymore,1.0,David Arquette,2.0,Michael Vartan,2.0
1116,Robert Altman,2.0,Glenn Close,1.0,Julianne Moore,1.0,Liv Tyler,1.0
1117,Dave Meyers,0.0,Eddie Griffin,2.0,Master P,2.0,Amie Petersen,0.0
1118,Ted Demme,2.0,Eddie Murphy,2.0,Martin Lawrence,2.0,Obba Babatundé,2.0
1119,James Merendino,0.0,Matthew Lillard,2.0,Michael A. Goorjian,2.0,Annabeth Gish,1.0
1120,David Cronenberg,2.0,Jennifer Jason Leigh,1.0,Jude Law,2.0,Ian Holm,2.0
1121,Jon Amiel,2.0,Sean Connery,2.0,Catherine Zeta-Jones,1.0,Will Patton,2.0
1122,Rodman Flender,2.0,Devon Sawa,2.0,Seth Green,2.0,Jessica Alba,1.0
1123,Michael Curtiz,0.0,Joan Crawford,1.0,Jack Carson,2.0,Zachary Scott,2.0
1124,Thom Eberhardt,2.0,Catherine Mary Stewart,1.0,Robert Beltran,2.0,Kelli Maroney,1.0
1125,Jonathan R. Betuel,0.0,John Stockwell,2.0,Dennis Hopper,2.0,Danielle von Zerneck,1.0
1126,Warren Beatty,2.0,Warren Beatty,2.0,Al Pacino,2.0,Madonna,1.0
1127,Stephen Sommers,2.0,Brendan Fraser,2.0,Rachel Weisz,1.0,John Hannah,2.0
1128,Rob Sitch,2.0,Michael Caton,2.0,Anne Tenney,1.0,Stephen Curry,2.0
